video_id,compound_score
zuKX0fPlo2Q,0.9394
UJKl7ToDi20,0.8954999999999999
dsH83p_mfEs,0.8493666666666666
94U8bow4CU4,0.8211
fc_oYX7JJ-U,0.8208333333333334
lJj66BCiZWQ,0.7852333333333333
Ekc7lWx0468,0.7667
T_t-ByJoDgM,0.759248666666667
SmfWvo4cMpU,0.7581702499999998
KQ19fT4BQQU,0.7552
K20YGjVkZRw,0.7208022500000001
kKjY7wDxF2w,0.7182199999999999
f5F2whaRzqw,0.7165571428571429
IOp8n5TzcSQ,0.712361111111111
vo391vKvD4s,0.7052297500000004
_zl2GV89_GM,0.6979666666666667
mi52IqpOp54,0.6645
Iuc0O_Ryq18,0.663485
BMCLQf75ev0,0.655312
8fH_PAi6Yf4,0.6533485
CK-0c50Si5w,0.6429460000000005
aRgTLb5EbiQ,0.6359842500000005
C7ENj3R4Z5Q,0.633984
VVYhDFiTvqU,0.631672
yWatz9TAgT0,0.6258973333333339
S-a8NVEUO4E,0.6249
U1ArsQ72hRA,0.62044
wiBhzhQu_2c,0.619783333333333
cPZ3u1z8kU0,0.6187870588235296
hQbeB0YXLhs,0.6181983333333337
j3MvNvV27hw,0.6181829999999999
pYggEswHnos,0.6180906666666665
oD7nZouNyDA,0.6157714999999997
cq50fkILrwM,0.6140819892473115
AHrCI9eSJGQ,0.6128544999999999
p25S_5P6ejg,0.6095746000000002
1kHmFjHzR-s,0.60728175
0d6eJcWYqBc,0.6060869999999998
NheUm_izr6A,0.6038954545454546
Uw3eeaFT5Rw,0.6021090000000002
ei6FVbMysc4,0.601791
IEGEovFX534,0.5996323170731708
UejIDD3lhEA,0.5983
_iBpGz54ngs,0.5979115226337449
4Rg-YN7XFcM,0.5962731707317073
DtsWj9XiOIY,0.5962712500000003
FlwK54Qun3Q,0.5960965014577256
JxEj2ZjgNzs,0.5928734999999998
cviyIIvBlto,0.58876
Fzt75I_Zi14,0.5876333333333333
6v-oVPROexw,0.5852029999999998
EgUXkpAyqps,0.5839047619047619
6HXaooyXjds,0.5832753541076489
0tOUQt5fem0,0.582246153846154
ZWTlL_w8cRA,0.5804821999999997
1wwwXCQyIRA,0.579967670682731
UApJ0enDJTs,0.5789039999999999
40M4DF8aIYs,0.5784814999999999
s7eVr-OUYkQ,0.578384090909091
4F2KWDQQMhY,0.5779980000000001
c5vSFtnWkDA,0.5778152000000006
PHpMh4E4KKQ,0.5770921212121214
I1P7GoZcZpU,0.5757048611111112
Zmi9iQp6944,0.5756799999999997
bpy5Kfdhp8o,0.5729545454545455
IA9vLOmFyp4,0.5717886666666668
mvuN2LQf09o,0.5714687500000001
ciXIdvfejn4,0.5682939849624061
is7Hx7B5e2c,0.5648700000000002
pOZ5FrTMQMA,0.5616915999999996
o0hMhEsMUs0,0.5598639999999999
x7cwR2G-5Ng,0.557876923076923
LSYc5HvyXKo,0.55686475
lBp01IbxMEg,0.556444262295082
RbXYadQw1C4,0.5551116666666664
8ijNvyEbQ_g,0.5546098360655738
W7DErx-Yg9g,0.5537262500000003
7k8PFMQQIxI,0.5529104
y9vsRUmPCKk,0.5516444999999999
bAMinWdgUCg,0.5508013333333334
f3uF3EpSZMw,0.5502480000000002
6vGg-jJl30A,0.5498004999999999
VSRz1ReNg3Y,0.5492185185185186
y_h_1uN2RQA,0.5481809999999999
k8T9SMqAqyc,0.5461155000000002
SIyW-80e_v4,0.5456574999999999
FMVw_Ty8qTY,0.5452300000000001
K9Qn3Gzm2ig,0.5446073684210527
5Vd10gwNJRs,0.5445112403100772
Q7o163QU8CE,0.5441870000000001
fM6JOfiAPgQ,0.5436030000000001
MKMgoXEpO-E,0.5433949999999996
XYURnv4Ld2M,0.5408240000000001
8ropWor8aAM,0.5399220000000002
eP_LYrgztRI,0.537397
mR3-KaWftIo,0.537133333333333
Bn7ZtoFTm2Y,0.5363109999999996
rRZp93mMZaI,0.5348058139534881
RSJ2mRqL1cA,0.5342333333333333
IvQQJmWdtH8,0.5341840000000002
DeIaemmxMl4,0.5338067499999998
M7XdnYiQKjQ,0.5316562499999997
xGzppQWQvq0,0.5303078817733989
tku0H7YeMeA,0.5302428571428575
JKZM1uTWBJw,0.5295148148148148
5QCv3dJBPyQ,0.52919525
y8fZDZHSl7Q,0.5281355614973262
uZ8L6qLeC74,0.5281355000000001
btSvAjUrBhU,0.527814
9QZb-659ZfY,0.527128
4CyvvCx6Us0,0.5225826666666666
b-znn2eQL08,0.5224970000000001
AQa9pEkQ_0Y,0.5216112
xA70bP5uzao,0.5209015000000001
Z9svINZiBdU,0.52063575
xTyTQgb-y-A,0.5131797535211272
7uOvL5eLpeE,0.5130697394789581
-LoSw4o2zDQ,0.5129090000000002
5DDB6YnVCoA,0.5119689419795221
Rew50oYjRqA,0.5103740000000001
DdA7tUIzA5Q,0.5103296666666675
wHrpTT1-fPg,0.5100217999999999
iTUsiJh9PgE,0.5098207500000003
RlduVwzqK2o,0.5097082500000002
zWxo4uZW-1I,0.5091959999999996
vp_Dbt3FPDs,0.5084300000000002
vS_NlXmPB3I,0.5067607500000002
B1TJp73shl8,0.5049701298701297
AaGVAaGylgQ,0.5041969999999999
RsCsBqIlnHw,0.5031035999999997
qi2uOOAKJjY,0.5028113333333329
YjtRY28Pe2o,0.5025402777777779
7bdZn5MKugo,0.5019034000000001
mPw8v7Zix5c,0.4982911111111111
fQxLlq7lxVM,0.49805549999999976
HUgYoT_xEFY,0.4976706000000001
yCcghtLzNRw,0.4975
dRX0wDNK6S4,0.49734533333333353
fLLe5sODKtg,0.49727275000000004
ydbxmm88-As,0.49713333333333326
BdTpRsW4azY,0.4932045226130652
edMOQR_r2v4,0.4927844999999996
H3YE_oGD05M,0.49278232323232307
wUHWzsF_qJM,0.4922608
Z0mzCVe_onw,0.4916538000000001
IcYbVguyp6w,0.49115940054495955
JgYfZAjOgEM,0.4905769999999999
1lOd7rDFYbc,0.4904725752508361
11S5tcT2Tm0,0.4901671666666665
G_wmoWfZQAM,0.49001420000000023
ZBo1S6YZXa0,0.48924650000000014
IqLi6Pn_rVo,0.4888710000000001
c3pFWJCQy5E,0.48853299999999983
sa3G0vBlucg,0.4883667910447761
tSRg5cFIxI0,0.48737700000000006
QJVlhvyLmPw,0.48732564102564085
7GmcH_Lmkvw,0.48654652406417115
yiblDn4JGfQ,0.48500099999999996
q1PgzYjpjsE,0.4849339999999996
j5YSOabmFgw,0.48214885714285727
hMfIIxf8ADo,0.48088550000000035
3N5WORQxQUo,0.4806770000000001
QvP8fd2W_6A,0.4798239130434783
7TVLt0sbBO0,0.4788444444444444
5al17hlhowA,0.4776235
wBjAmThxDpA,0.4767
D6zUj1tKxiU,0.47669999999999996
V-_HM2bRa0E,0.4748069999999999
qQGY4NerwOg,0.4742666666666667
41taYOq1kVY,0.47293233333333357
3WEvgqcP8mg,0.47262
3zrZE68Qrrg,0.47238700000000006
uB_Kx6T3wq4,0.47218800000000016
GVvqt-8-fz0,0.4712313333333331
GmSUlGEd_A0,0.4709
9ZWUKMDjysc,0.47086
YrTKLZi6rqk,0.46988824999999984
GttcbM4GxLo,0.4696085000000001
SeUyzOP3mys,0.46953499999999976
puxAgWMzGqw,0.469519
o0Ddl1DI-go,0.4692506666666663
FfRGxN2zeWU,0.46908860000000024
5eSSL8hRU_E,0.4685017543859651
X2tejP45Lwc,0.46810175438596513
vpJba2qIXjs,0.46769999999999995
_r5eTelhpmQ,0.465914532871972
8Lv3tW7bWzU,0.4658986666666667
rWKz0ZC_G6U,0.46551575000000045
G3fZBW_okks,0.4648160000000003
x5Ps13AeXxQ,0.4648103999999998
xPS7bqBePSs,0.4645659999999999
AzNIUMW_G8M,0.4644577499999998
Ybbii2XIavU,0.4636689999999999
adfcVmu1bmM,0.4631811999999995
pSMCldcVGgA,0.46281590909090853
n530GFrdPY8,0.46269921465968605
F66vX1WCRbs,0.4621699999999997
nL9bZbv2aXY,0.4614827500000001
p_P9J97ELlg,0.46075000000000055
aDuB1arf8aE,0.4606257499999999
ErWde9LVg0A,0.4606132500000001
0fsKoK9yLE0,0.4603466522678183
xEKSJLaiZa0,0.4603363157894736
hM_kejkWeHU,0.45992800000000017
_Pom2EYv3NM,0.45961080000000004
rh8b-Ibzkfg,0.4591793333333335
eN6JVKmMUhw,0.45883266666666683
ftrFGwlYO7w,0.45842400000000005
VRX84VjIQVw,0.45832647058823534
EoejGgUNmVU,0.4576837500000002
JvkLPE8efME,0.4575291999999999
jXQitd7ahV4,0.45691943887775555
rl4ofGm2aNI,0.45499940000000016
5XpbCWsHWKQ,0.4546174999999997
eERPlIdPJtI,0.45414683333333383
AC83xjb5Njw,0.45355766666666664
gzh6tcMsyoQ,0.45348571428571427
3yoGE3v4A8w,0.45303150000000025
gLj21uNEzqA,0.45170174999999974
Gw01t6btiR0,0.45109149999999965
16-xMnzDQ4M,0.44960399999999984
taKGnsqeCPs,0.44902699999999995
F1DxLQbx_bU,0.44882031250000015
Lp2TXZ3wzjs,0.44787361344537835
n4wFyyW71zs,0.4477504999999995
MiFeES9uOSo,0.44759307535641585
FgW2kpNQ7BY,0.446725
2zISrf-7V3U,0.4461826000000004
qDhbIEuwRRc,0.4457606666666668
R3dQpGJQI18,0.44377500000000014
RxIh_0q524c,0.44369349999999963
L6KZ6egpKGM,0.4434739130434781
EbwIKveO4qU,0.44287124999999994
o1vV0oorclg,0.4428170212765956
UuOAs0IiEI0,0.4419126000000004
XfiXby489Rk,0.4398092783505153
8I8G5XQI9_w,0.4394600000000001
48dQekjzI6U,0.43916374999999985
5otKiSs3AeY,0.43914818652849713
Z7R8XRKqHAI,0.43907683333333314
2nFO0sMs9Zs,0.4390191919191918
u8f6k9vjl-A,0.4386241206030147
CzJPjtyEZjE,0.43821609195402283
JZDM1bLn7sM,0.4381324999999998
gDf4RpaMFrk,0.4381171717171716
iV9PEBuPwSU,0.4378500000000001
j9g7FpCSF5Y,0.4368411764705882
-Jdc7FXupWQ,0.4363824999999996
MHzktkbjDOE,0.4350890000000005
rAh_16nooZA,0.4349069999999998
Xf4IYI9Gj7Y,0.43395849999999997
J_qs-CH715g,0.43370499999999984
07v6qA2l3n4,0.43333500000000014
pwHvK07tUuw,0.43298800000000015
aEcbuccnjLc,0.4327409090909093
hR1nU9IJsoM,0.4324286666666667
TE0UWh9Nob0,0.43232699999999985
aircAruvnKk,0.4319014999999997
uCVuyIQZ-lA,0.43169760000000007
unByRjDRA34,0.43165549999999947
UxrTnLgO1YM,0.4313954887218044
xsWO0dRf1p0,0.4309086345381525
LSEoaPGFGHY,0.43013207547169807
9CILSvf1snQ,0.4298956521739132
vWmjyYh64vg,0.4297894999999999
O-eWLaO3gy4,0.42870383333333373
pqdaskhEa0I,0.42869464882943126
iKzRIweSBLA,0.4281375000000003
XswVWE0Jq84,0.4275267857142856
xffuHHjO_Us,0.4275045
sgBGvgxuXvQ,0.4272276666666665
N_zDcuX1Y54,0.4261005999999999
CwfoyVa980U,0.42490666666666627
xHzL1lqNny4,0.4241504999999999
r30snlzbYaY,0.4241217499999999
DyA64VLVfds,0.42312456140350846
OudFElslbh4,0.4229744999999998
1yYV9-KoSUM,0.42277663316582914
rjINNeC0DFA,0.4225869999999998
NGPK44en2ME,0.42252999999999985
SjZWJoNYpHI,0.4215515151515143
HIdRXXjIthQ,0.4212800000000002
GtBcWxjioiM,0.4206164999999995
RIz3klPET3o,0.4204425000000002
7KbjNfCV-lY,0.4199694999999996
UtWoJUrnkGw,0.41980515463917517
Zwq8UlsT1Tw,0.41978
AR764HY82Cs,0.4197047619047618
wqcHGWG8MLQ,0.4189319999999997
HMT3wb4h234,0.41890749999999977
1eQXF7JbbGE,0.418156
KbYCmEptlL8,0.4179558000000004
a9Zi-RhcOGs,0.4179166666666666
qvXXMsiQBDg,0.41785860000000014
HkoGtBEA1co,0.41782549999999985
cL8Ls0tEMcc,0.41679899999999986
fuVu3elWRXc,0.41675000000000006
FcPs-bMkUjo,0.41659925000000014
nj0CoMTpcUs,0.41648249999999976
4W-pZrhu798,0.4157586
AoQMHzkj2x0,0.41486799999999996
FvcNr_5uWgY,0.41422716666666676
FyLtlW3hHwQ,0.41376500000000005
yFMZl_nYkbw,0.4128757499999996
xBU77C4cpTk,0.4123288814691153
Jc2x5aHCs6g,0.4119789999999999
fS5xHHqW-6E,0.4116121666666668
v8t0ASudM-o,0.4114289999999998
GWKI-CoCCTU,0.4110301999999999
bAdqazixuRY,0.41098466666666666
Q07Cp6tswnQ,0.41077880000000044
vVnJKV8aScc,0.4100373188405794
AX8-YzMKZhQ,0.409986
L3f7_y9UPh4,0.4093459999999996
UkkPCObPShA,0.4091550000000001
hBaiNeNZGJU,0.40907225000000025
Zo1pCjsjf6I,0.40850399999999976
paXOkGMyG8M,0.4075100000000002
UdHopftQD3A,0.40681124999999974
scQBjsQNgVQ,0.40614875000000006
DkWL232Vzao,0.40505841784989904
roiPLImXMoc,0.40496060000000006
73kIG3HcFq0,0.4044529999999999
fcubmjoGH7I,0.4036170000000004
b7nxDshnz9Y,0.4035818181818182
K28Az3-gV7E,0.4016838709677419
a6Zj09zFXbI,0.4016589999999999
mWFaxs-KvMY,0.4015346666666665
S_DltnHeJ-M,0.40152600000000005
aZkqHx5uri4,0.40139649999999977
Zy6vBxqlapw,0.40049599999999985
O78Lpo4ctSE,0.4004065
nqnkBdExjws,0.40028019999999986
GSmUd7p3r34,0.4001323699421962
XIUGqfTkaWk,0.3999107500000001
IHi5jq2P_Zk,0.3994032500000001
KUCHBBCj77I,0.3993299999999999
gmXuUgB7T3Y,0.39909550000000005
zAXn-v9RdXo,0.39873333333333333
TSxt2_QM4N4,0.39859625
8I0pqPWfjWU,0.39796666666666664
KT0CE5GIjSA,0.39778949999999974
TZRuwzX94Kw,0.39776428571428585
tl6w1-IlyDs,0.3973785999999999
njR5pdGCn-o,0.3971224999999996
ZGlYvprDKNM,0.397067
MMEgnbIVWXc,0.3962518987341772
X0I7RRaahiM,0.39598133333333285
b1wlmTNERqE,0.3954996666666664
CwLGro-dFWg,0.39521614285714374
zTjcPeb2Gwg,0.3952006666666667
wXGewTs-e-I,0.3950829999999999
39wPXnFMypY,0.39493535353535353
QpfgRpL1VVk,0.3949319999999998
uHCW6nfbosQ,0.39452960000000004
_Z3P18GHej8,0.39446619999999993
WCYHrvLTaqg,0.3944181564245811
b-3YW03RR0I,0.3943384999999999
o7H7xdjGnCc,0.3924670000000001
nOQh4NXZ2wo,0.39229449999999993
9HIkG6vMk6E,0.39155819999999947
1kVLpFilePw,0.391537
JPTB93NS_8M,0.3914604999999996
XCWmONajkOg,0.39125599999999994
NTe6-26-fHg,0.3911619999999998
0pwttmAYCTw,0.39084500000000005
HcNcOnIkQQU,0.3904522499999999
ouJwpthMfkY,0.39031899999999975
YmnxIsRn5nw,0.389567
avlEK3PTvw8,0.38952125000000004
_yvDc9t1gZE,0.3892536000000004
_StIv9i6as4,0.38911699999999994
e7acWkAb1dA,0.38845850000000015
YjS-QrzTJz8,0.3884410256410256
zyPIdeF4NFI,0.3884245000000001
KPqtlI3aJIE,0.3883105999999999
C9LMDZTg17Y,0.38820400000000016
dDiCuZTjS18,0.38813654618473914
ZtXkNMbjOEE,0.38781816367265515
WYoWaouvXXA,0.38773049999999976
A9U5wK_boYM,0.38762999999999964
7_GaeAoLMWY,0.3867569999999999
o4os5TXo6Vk,0.38642350000000003
xnSew-tCuPo,0.38572825000000016
DlDozGvAUto,0.38492174999999973
qZVm-2nM0sA,0.3848259999999998
NMPnIn52KM0,0.38430000000000003
jzaRIWMxz0Y,0.3841041666666667
oK4me2hI_Jo,0.38389874999999984
ksdAs4LBRq8,0.3837839999999997
CdHV7Uzw2E4,0.38327533333333286
adgAxnflvOE,0.38187933333333296
g85RGiOgUtI,0.38160924999999984
Y5fwGxJjn5E,0.3813696551724138
vxl7glJMKOQ,0.3812952380952381
b0O5JtyNqek,0.3810063333333332
q3br7KKr67o,0.38070174999999984
Gv69uNr3Tf4,0.3806861999999999
W2gnef0LtBE,0.3806
TH2QRvu97NI,0.38049733333333324
KwcfpkTKEF0,0.3804946666666666
XaE08gz0ogk,0.38040399999999985
3VVnY86ulA8,0.3802653333333333
Lk7iJthBk6I,0.3798525000000001
Jz3E_CCaAXo,0.37978181818181816
zKriLekFPwg,0.37948942857142853
yESCuF5dsYs,0.3794189999999999
DUMEmGUc7yc,0.37941155778894475
lO9d-AJai8Q,0.37870750000000014
VY8IqDWZwbQ,0.37867954545454546
WSFJsq_jwMs,0.37843983333333325
6O7x7-srbHI,0.37807675
OLTXWUWcwOo,0.3775459839357431
SHobkpQ9GOM,0.37745224999999977
e2jMJV6UHWU,0.3772080000000001
px7dYqZPk6I,0.37703224999999996
eVwafO-ytnk,0.37643333333333334
rFFo-0v_vi4,0.3761436090225561
jc1_s2c32zs,0.375985
pQiV81L3zL0,0.3753
udnGW3E1vxY,0.3750439024390245
tq7tHN9HBJU,0.37391540000000034
uh3aU63f8U8,0.37391433333333357
5kZi3J2S52E,0.3738835
c7ymY8QEB2g,0.37320449999999994
DdTamlcP-3Y,0.37305200000000005
EUoe7cf0HYw,0.3723113333333333
De9hDyIN6JY,0.372030303030303
fOmwkTrW4OQ,0.37193027522935784
ugWImY8VMzI,0.37190974477958244
9yqdwbJZtSc,0.3718720000000002
R_jKUDmJs1Y,0.37140300601202375
lBspB4K-F-c,0.37104600000000004
0qfgZJNCCJQ,0.3700989999999995
Q3Rq-irFn1w,0.369686
qr1Fpkkad2c,0.36838591549295807
lLOEu9p80rE,0.3681506072874495
twerGCoDt04,0.3679511627906977
qJVOPnfywCk,0.3677190000000001
FMQaJ6ylKs4,0.3676475711892799
FpZ1sIjQrf4,0.3673074
4cfL9nTNugM,0.36691880000000004
bB01zORIGkA,0.3666655000000001
ckXN4Tc6-c8,0.36656075
OHL3J9cKNyg,0.36635517241379306
QqbMpE4dPao,0.3659100401606424
ZyHipL45pwM,0.36583324999999994
pyb7UqbdYTs,0.3657527054108215
Z_GR_l5QtdM,0.3652424552429667
9e6WeQeBjOI,0.36522
CayHgjP1YNQ,0.3648569999999999
WRzqSDyOSbY,0.3642986000000001
ucWPplMZnH4,0.36416649999999984
_GC5AVsf528,0.36386949999999985
q6yzrZfgQvI,0.36374199999999995
1csaGKAjAvw,0.3632479999999999
zPGRU49esCU,0.3626954999999999
LaZQ_gj919U,0.3626874999999999
nAau-s-NvVw,0.36254600000000003
GRDoasFyesU,0.3615452500000002
rCo4gIZu0DY,0.36152860000000014
-_CmfnzbLFc,0.3613107500000002
wAcD3mIjZcc,0.3612599999999997
SmW6p1HwNtw,0.36067121212121217
YpyohRt1meM,0.3599087209302324
vUC8-qbCVWk,0.3599077999999995
fUffrvUjwCY,0.3589
BY3SLVNBkeo,0.3587631999999998
dvPJJUbM8IY,0.3587334999999999
cxLQAuQsOWI,0.35857216666666664
pXFIMdJduvY,0.35690350000000026
CX4KuIBmnjI,0.35678899999999986
IKaMejA5J34,0.35671849999999994
GyxgtAwn34A,0.3563182
fzA6VoZCZlI,0.3545414999999999
_0d3XbH12cs,0.35450066666666635
GG2hY4h0mJM,0.3540770370370369
WPlx5BmZVkQ,0.35398599999999975
OTeIy9tPXpw,0.35380857142857136
LolP3Y7_Irs,0.35344383333333323
QAT8fXZI0b0,0.3533799999999998
JNzCrIcAnck,0.3531259999999999
Wp2TUPo5W0c,0.3530529999999999
rZ2vh8rZd18,0.35276466666666656
LP4qYyTPyl4,0.35190499999999986
8hAdOYDoo4c,0.3518944999999998
LDXr12ToYuM,0.35157649999999985
mQwnQS25xpE,0.3513729999999999
Lv5DFKceFac,0.350957
uWFAD84I66I,0.3507462000000001
7nh2Ra-5kY8,0.3506929292929292
O12Rt0JSDpA,0.35060933333333333
hlaV9oSSfeA,0.3504616666666665
QKgUwKuhQmo,0.35019090909090905
tz_DWyuvX4s,0.35004090909090907
5qkgFES0r-U,0.3497102499999998
craAcv415FM,0.3495491999999999
5Zs_5VghD6U,0.34936065162907276
cVgQV6v_QKY,0.3491314999999998
WoPtuVbaSKQ,0.3489089999999998
GdoNKbGQs9U,0.3484575916230363
lokFoo_QD8c,0.3481904999999999
bpDylTwwunc,0.3481068
nW-aml4r7Gc,0.3478547094188374
15ugV2ASveg,0.34773199999999993
4NJYWgb6dQM,0.3474389999999999
OcT1pSgNARo,0.3463923809523808
RIGgn1s3AvI,0.3463882499999999
GIqhMKlSCgY,0.34598499999999965
2wxyDrfwlXQ,0.3459756666666667
GfqD5WqChUY,0.3456727499999998
o8R5f2kNo0A,0.3452617499999998
KEBDxhqhzF0,0.34509619999999974
8RlChzDl1Tw,0.3447212499999994
REyxoxScrbU,0.34453199999999995
3x-sUsazQ90,0.34417849999999994
M4cnP08e5kQ,0.34380499999999975
iIOkX77kT8M,0.34361499999999984
2jvi4e0NIHs,0.3429194999999995
T2rqOvijMBk,0.3428187500000002
pxVO5K8jmdA,0.34248533333333325
yJZh9NWdXrE,0.34187149999999983
AOQZNHueNQQ,0.34175164556962
BidMbVRT8NU,0.33978700000000006
bZbI9rmpaEw,0.33883299999999994
iIYXR4axaJY,0.3382058333333333
1y7giHbrvcc,0.33732199999999984
C3cwtcomilA,0.3370142857142856
wHSJljq_41I,0.33666099999999965
BNRUV3TuExQ,0.3365
ddJ7HLIfJdk,0.33634699999999973
M3siIx0W8aM,0.33634266666666707
XA_jAJ-dWyQ,0.3362082499999999
uA4STm4hx7Q,0.3361397999999998
kZLshuD1gmc,0.33515863309352506
YF2DM84NDt4,0.3351502499999999
xtpM8cBES3k,0.3348484999999999
U2CqZNd6rgM,0.3346849999999999
tp9aQXDFHbY,0.33391079999999984
941Bl3oxk8Y,0.3337866666666664
ZymSrDfLhW8,0.33363899999999985
-SiRV2kWIxg,0.3328054054054055
z2v_rL5C8C8,0.33259440000000023
eMgmJEaYs70,0.33241824999999986
tlACd8CquRk,0.3316926421404681
hhREiAarjVY,0.33169049999999983
8rhb5wTCero,0.331537
hwthovxn3zM,0.33129064039408845
4VgnTrbaQWs,0.33092833333333327
zhtliiCSYb8,0.3308579999999995
aysB58GG3uM,0.3306852499999996
TO5cYWd12lQ,0.3306547499999998
TV-_Yuc228s,0.3305149999999999
t4QwhVt5Zk0,0.33036533333333346
5LXqVd_0cjs,0.3302279999999999
wmiy00-NqDk,0.33022100000000004
mEYKFjd7aHo,0.3296
-CEuQhqNzz4,0.3293730769230769
8QKP7LXWlHk,0.3290593333333332
mv4MRmwXJMM,0.3289540000000001
cABm1SlrtDY,0.32855639999999975
g_ekn1gjBq0,0.32847096774193546
pZUgK5EAOGk,0.3280308270676693
IpJGlaxUUp8,0.3277032258064516
Lv3Uy2rjgCE,0.32760959595959593
EbthMC6spAE,0.32747460000000006
5DG26XDPpB8,0.3274584999999999
HcEKGxJ-khM,0.32696756756756756
cyN6GMY78D4,0.3268523999999998
tLv3X-aMyWQ,0.32679099999999994
VPo2k2z7Xqg,0.3255477999999999
H8t5M9_Tvzk,0.3254364999999996
ceLV1v3mV4E,0.3250909999999999
H_A0Z4S30Ds,0.324844
XovZ04gmQgE,0.324629
BpT3gx3s0ns,0.32430866666666625
